id,title,public_type,specific_type,current_collection,proposed_collections,music,confidence,rationale,source_path
miles-davis,Miles Davis,person,person,research,research;music,yes,high,trumpeter and bandleader central to the development of modal jazz and jazz fusion.,content/library/entry/person/miles-davis/index.md
milford-graves,Milford Graves,person,person,research,research;music,yes,high,free-jazz percussionist whose rhythm/heartbeat research grew directly out of his drumming practice.,content/library/entry/person/milford-graves/index.md
miller-puckette,Miller Puckette,person,person,research,research;music,yes,high,"creator of Max and Pure Data, foundational music/multimedia programming environments.",content/library/entry/person/miller-puckette/index.md
milton-babbitt,Milton Babbitt,person,person,research,research;music,yes,high,composer and theorist who extended twelve-tone method into total serialism and composed on the RCA Mark II.,content/library/entry/person/milton-babbitt/index.md
misha-mengelberg,Misha Mengelberg,person,person,research,research;music,yes,high,"pianist and composer, co-founder of the Instant Composers Pool and a founding STEIM composer.",content/library/entry/person/misha-mengelberg/index.md
morton-feldman,Morton Feldman,person,person,research,research;music,yes,high,"composer central to the New York School, known for quiet, indeterminately-notated music.",content/library/entry/person/morton-feldman/index.md
morton-subotnick,Morton Subotnick,person,person,research,research;music,yes,high,composer and co-founder of the San Francisco Tape Music Center whose collaboration with Buchla shaped the modular synthesizer.,content/library/entry/person/morton-subotnick/index.md
nicolas-collins,Nicolas Collins,person,person,research,research;music,yes,high,"composer and sound artist, pioneer of microcomputers in live musical performance.",content/library/entry/person/nicolas-collins/index.md
norbert-wiener,Norbert Wiener,person,person,research,research,no,high,"founder of cybernetics; entry documents his systems/feedback theory, no musical practice described.",content/library/entry/person/norbert-wiener/index.md
nuno-canavarro,Nuno Canavarro,person,person,research,research;music,yes,high,"musician known for Plux Quba, a touchstone of electronic sound-collage.",content/library/entry/person/nuno-canavarro/index.md
ornette-coleman,Ornette Coleman,person,person,research,research;music,yes,high,"saxophonist/composer, developer of harmolodics and a founding figure of free jazz.",content/library/entry/person/ornette-coleman/index.md
otomo-yoshihide,Otomo Yoshihide,person,person,research,research;music,yes,high,"guitarist, turntablist, and composer, central figure of Japanese free improvisation and the Tokyo onkyo scene.",content/library/entry/person/otomo-yoshihide/index.md
otto-luening,Otto Luening,person,person,research,research;music,yes,high,"composer and tape-music pioneer, co-founder of the Columbia-Princeton Electronic Music Center.",content/library/entry/person/otto-luening/index.md
patrick-gleeson,Patrick Gleeson,person,person,research,research;music,yes,high,synthesist who pioneered live synthesizer performance in jazz with Herbie Hancock and engineered other electronic recordings.,content/library/entry/person/patrick-gleeson/index.md
paul-demarinis,Paul DeMarinis,person,person,research,research;music,yes,high,"sound/installation artist and member of the League of Automatic Music Composers, one of the first networked-computer performance ensembles.",content/library/entry/person/paul-demarinis/index.md
paul-ryan,Paul Ryan,person,person,research,research,no,high,"video artist and cybernetician; entry documents Raindance media collective and Cybernetics of the Sacred, no musical practice described.",content/library/entry/person/paul-ryan/index.md
pauline-oliveros,Pauline Oliveros,person,person,research,research;music,yes,high,"composer and improviser, co-founder of the San Francisco Tape Music Center and originator of Deep Listening.",content/library/entry/person/pauline-oliveros/index.md
pete-namlook,Pete Namlook,person,person,research,research;music,yes,high,ambient/electronic musician who founded the FAX label and released a vast body of solo and collaborative work.,content/library/entry/person/pete-namlook/index.md
peter-christopherson,Peter Christopherson,person,person,research,research;music,yes,high,"founding member of both Throbbing Gristle and Coil, pivotal industrial/experimental music groups.",content/library/entry/person/peter-christopherson/index.md
peter-kolman,Peter Kolman,person,person,research,research;music,yes,high,composer and artistic director of the Experimental Studio of Czechoslovak Radio.,content/library/entry/person/peter-kolman/index.md
peter-rehberg,Peter Rehberg,person,person,research,research;music,yes,high,"musician (as Pita) and label head who ran Mego and Editions Mego, central to experimental electronic music.",content/library/entry/person/peter-rehberg/index.md
peter-vogel,Peter Vogel,person,person,research,research;music,yes,high,"co-creator of the Fairlight CMI, a foundational digital musical instrument.",content/library/entry/person/peter-vogel/index.md
peter-zinovieff,Peter Zinovieff,person,person,research,research;music,yes,high,"co-founder of Electronic Music Studios (EMS), which released the VCS3 synthesizer.",content/library/entry/person/peter-zinovieff/index.md
pharoah-sanders,Pharoah Sanders,person,person,research,research;music,yes,high,tenor saxophonist central to spiritual jazz and John Coltrane's late ensembles.,content/library/entry/person/pharoah-sanders/index.md
pierre-schaeffer,Pierre Schaeffer,person,person,research,research;music,yes,high,"founder of musique concrète and GRM, foundational figure of electronic/experimental music.",content/library/entry/person/pierre-schaeffer/index.md
r-murray-schafer,R. Murray Schafer,person,person,research,research;music,yes,medium,composer who founded the World Soundscape Project and framed listening to the acoustic environment as a form of composition.,content/library/entry/person/r-murray-schafer/index.md
rashied-ali,Rashied Ali,person,person,research,research;music,yes,high,"drummer, John Coltrane's late-period drummer and a progenitor of free jazz drumming.",content/library/entry/person/rashied-ali/index.md
ray-kurzweil,Ray Kurzweil,person,person,research,research;music,yes,medium,"co-founded Kurzweil Music Systems with Stevie Wonder, applying his signal-processing work to a landmark digital music synthesizer, though most of his career lies outside music.",content/library/entry/person/ray-kurzweil/index.md
raymond-scott,Raymond Scott,person,person,research,research;music,yes,high,"composer and inventor of early automatic-composition machines (Electronium, Clavivox) and bandleader.",content/library/entry/person/raymond-scott/index.md
rex-probe,Rex Probe,person,person,research,research;music,yes,high,one of the CalArts students who built the first Serge modular synthesizer systems and later founded Sound Transform Systems to continue the instrument line.,content/library/entry/person/rex-probe/index.md
richard-chartier,Richard Chartier,person,person,research,research;music,yes,high,sound artist and founder of the Line label documenting minimalist compositional and installation music.,content/library/entry/person/richard-chartier/index.md
richard-factor,Richard Factor,person,person,research,research;music,yes,high,"[human-adjudicated at review checkpoint] co-founder of Eventide and inventor of an early A/D device behind its audio processors; entry frames this generically as 'audio processors,' not specifically musical instruments, though Eventide's gear is widely used in music production.",content/library/entry/person/richard-factor/index.md
richard-pinhas,Richard Pinhas,person,person,research,research;music,yes,high,"guitarist/electronic musician, founder of Heldon, fusing rock with synthesizers and cybernetic theory.",content/library/entry/person/richard-pinhas/index.md
richard-teitelbaum,Richard Teitelbaum,person,person,research,research;music,yes,high,"composer and co-founder of Musica Elettronica Viva, pioneer of biofeedback-controlled synthesizer music.",content/library/entry/person/richard-teitelbaum/index.md
robert-ashley,Robert Ashley,person,person,research,research;music,yes,high,composer of television operas and co-founder of the Sonic Arts Union electronic composers' collective.,content/library/entry/person/robert-ashley/index.md
robert-moog,Robert Moog,person,person,research,research;music,yes,high,"engineer and inventor of the Moog synthesizer, a foundational musical instrument.",content/library/entry/person/robert-moog/index.md
roger-linn,Roger Linn,person,person,research,research;music,yes,high,"instrument designer of the first sample-based drum machine and the Akai MPC, foundational music production tools.",content/library/entry/person/roger-linn/index.md
roland-kayn,Roland Kayn,person,person,research,research;music,yes,high,composer who applied cybernetic frameworks to composition.,content/library/entry/person/roland-kayn/index.md
ron-kuivila,Ron Kuivila,person,person,research,research;music,yes,high,"composer working in live electronics and experimental sound, student of Alvin Lucier.",content/library/entry/person/ron-kuivila/index.md
ronald-shannon-jackson,Ronald Shannon Jackson,person,person,research,research;music,yes,high,drummer who passed through major free-jazz bands and co-founded the group Last Exit.,content/library/entry/person/ronald-shannon-jackson/index.md
ryoji-ikeda,Ryoji Ikeda,person,person,research,research;music,yes,high,"artist working with sine tones, data, and mathematics as sound; entry centers on sound-based practice.",content/library/entry/person/ryoji-ikeda/index.md
sachiko-m,Sachiko M,person,person,research,research;music,yes,high,"musician who plays only a sampler's internal test tones, central figure of Tokyo's onkyo improvised-music scene.",content/library/entry/person/sachiko-m/index.md
satoshi-ashikawa,Satoshi Ashikawa,person,person,research,research;music,yes,high,"composer and co-founder of Sound Process, a key voice in kankyo ongaku (environmental music).",content/library/entry/person/satoshi-ashikawa/index.md
serge-tcherepnin,Serge Tcherepnin,person,person,research,research;music,yes,high,"composer and designer of the Serge modular synthesizer, a foundational instrument.",content/library/entry/person/serge-tcherepnin/index.md
sonny-sharrock,Sonny Sharrock,person,person,research,research;music,yes,high,guitarist who applied free jazz's harmonic freedom to electric guitar.,content/library/entry/person/sonny-sharrock/index.md
stafford-beer,Stafford Beer,person,person,research,research,no,high,founder of management cybernetics and designer of Project Cybersyn; no musical practice described.,content/library/entry/person/stafford-beer/index.md
stanislaw-lem,Stanisław Lem,person,person,research,research,no,high,writer and philosopher of technology using science fiction for cybernetic speculation; no musical connection described.,content/library/entry/person/stanislaw-lem/index.md
stephen-wolfram,Stephen Wolfram,person,person,research,research,no,high,scientist known for cellular automata and computational science; no musical practice or use described in the entry.,content/library/entry/person/stephen-wolfram/index.md
steve-lacy,Steve Lacy,person,person,research,research;music,yes,high,soprano saxophonist who revived the instrument in modern jazz and performed with Musica Elettronica Viva.,content/library/entry/person/steve-lacy/index.md
steve-reid,Steve Reid,person,person,research,research;music,yes,high,American jazz drummer and bandleader.,content/library/entry/person/steve-reid/index.md
steve-roach,Steve Roach,person,person,research,research;music,yes,high,ambient/electronic composer known for long-form synthesizer drone and desert soundscapes.,content/library/entry/person/steve-roach/index.md
steve-roden,Steve Roden,person,person,research,research;music,yes,high,"artist and musician who coined 'lowercase' sound, a quiet, object/field-recording-based musical practice.",content/library/entry/person/steve-roden/index.md
stevie-wonder,Stevie Wonder,person,person,research,research;music,yes,high,musician whose classic-period albums pioneered TONTO's synthesizer textures and who co-founded Kurzweil Music Systems.,content/library/entry/person/stevie-wonder/index.md
sun-ra,Sun Ra,person,person,research,research;music,yes,high,"jazz composer and bandleader, early adopter of electronic keyboards and synthesizers, pioneer of Afrofuturism.",content/library/entry/person/sun-ra/index.md
susumu-yokota,Susumu Yokota,person,person,research,research;music,yes,high,"electronic musician moving between techno, ambient, and sample-based composition.",content/library/entry/person/susumu-yokota/index.md
suzanne-ciani,Suzanne Ciani,person,person,research,research;music,yes,high,composer and pioneering Buchla synthesist across avant-garde and commercial sound design.,content/library/entry/person/suzanne-ciani/index.md
sydney-alonso,Sydney Alonso,person,person,research,research;music,yes,high,"co-creator of the Synclavier, a foundational digital musical instrument.",content/library/entry/person/sydney-alonso/index.md
terry-riley,Terry Riley,person,person,research,research;music,yes,high,"composer central to minimalism, tape delay, and just-intonation improvisation.",content/library/entry/person/terry-riley/index.md
tetsu-inoue,Tetsu Inoue,person,person,research,research;music,yes,high,"ambient musician known for dense, textural electronic soundscapes and FAX collaborations.",content/library/entry/person/tetsu-inoue/index.md
thomas-ankersmit,Thomas Ankersmit,person,person,research,research;music,yes,high,"sound artist working primarily on the Serge modular synthesizer, exploring psychoacoustic phenomena in performance and recordings.",content/library/entry/person/thomas-ankersmit/index.md
thomas-lehn,Thomas Lehn,person,person,research,research;music,yes,high,analog synthesist known for improvised performance on the EMS Synthi A.,content/library/entry/person/thomas-lehn/index.md
thorkell-sigurbjornsson,Thorkell Sigurbjörnsson,person,person,research,research;music,yes,high,prolific Icelandic composer with more than 350 works.,content/library/entry/person/thorkell-sigurbjornsson/index.md
tod-dockstader,Tod Dockstader,person,person,research,research;music,yes,high,self-taught composer of musique concrète built from tape manipulation.,content/library/entry/person/tod-dockstader/index.md
tom-oberheim,Tom Oberheim,person,person,research,research;music,yes,high,"instrument designer, founder of Oberheim Electronics, maker of foundational synthesizers.",content/library/entry/person/tom-oberheim/index.md
tony-conrad,Tony Conrad,person,person,research,research;music,yes,high,"violinist and composer, member of the Theatre of Eternal Music, carried drone practice into his own recordings.",content/library/entry/person/tony-conrad/index.md
tony-oxley,Tony Oxley,person,person,research,research;music,yes,high,"percussionist central to British free improvisation, co-founder of Incus Records.",content/library/entry/person/tony-oxley/index.md
toshimaru-nakamura,Toshimaru Nakamura,person,person,research,research;music,yes,high,"musician who invented the no-input mixing board, central figure of the onkyo improvised-music scene.",content/library/entry/person/toshimaru-nakamura/index.md
valentino-braitenberg,Valentino Braitenberg,person,person,research,research,no,high,neuroscientist and cyberneticist known for Vehicles; no musical practice described.,content/library/entry/person/valentino-braitenberg/index.md
vladimir-ussachevsky,Vladimir Ussachevsky,person,person,research,research;music,yes,high,"composer and tape-music pioneer, founding director of the Columbia-Princeton Electronic Music Center.",content/library/entry/person/vladimir-ussachevsky/index.md
w-ross-ashby,W. Ross Ashby,person,person,research,research,no,high,psychiatrist and cyberneticist who formulated the Law of Requisite Variety; no musical practice described.,content/library/entry/person/w-ross-ashby/index.md
warren-burt,Warren Burt,person,person,research,research;music,yes,high,"composer, pioneer of microtonality and lo-fi live electronics across five decades.",content/library/entry/person/warren-burt/index.md
wendy-carlos,Wendy Carlos,person,person,research,research;music,yes,high,composer and synthesist whose Switched-On Bach brought the Moog synthesizer to a mass audience.,content/library/entry/person/wendy-carlos/index.md
william-s-burroughs,William S. Burroughs,person,person,research,research,no,high,"[human-adjudicated at review checkpoint] writer whose cut-up method and tape-recorder experiments influenced later musique concrète/industrial practice, but the entry itself frames him as literary and about language as a control system rather than as a musician.",content/library/entry/person/william-s-burroughs/index.md
wolfgang-palm,Wolfgang Palm,person,person,research,research;music,yes,high,"inventor of wavetable synthesis and founder of PPG, a foundational synthesizer manufacturer.",content/library/entry/person/wolfgang-palm/index.md
bregman-electronic-music-studio,Bregman Electronic Music Studio,place,place,research,research;music,yes,high,"Dartmouth's electronic music studio, where the Synclavier was subsequently developed.",content/library/entry/place/bregman-electronic-music-studio/index.md
ems-putney,EMS Putney,place,place,research,research;music,yes,high,"Peter Zinovieff's electronic/computer music studio (MUSYS), precursor to EMS the company.",content/library/entry/place/ems-putney/index.md
espace-de-projection,Espace de Projection,place,place,research,research;music,yes,high,IRCAM's variable-acoustic concert hall built for musical performance.,content/library/entry/place/espace-de-projection/index.md
grm-studios,GRM Studios,place,place,research,research;music,yes,high,the Groupe de Recherches Musicales' electroacoustic composition and diffusion production studios.,content/library/entry/place/grm-studios/index.md
ircam-studios,IRCAM Studios,place,place,research,research;music,yes,high,IRCAM's computer-music research and composition studios.,content/library/entry/place/ircam-studios/index.md
maida-vale-studios,Maida Vale Studios,place,place,research,research;music,yes,high,"BBC studio complex, home of the BBC Radiophonic Workshop from 1958.",content/library/entry/place/maida-vale-studios/index.md
philips-research-laboratories-electronic-music-studio,Philips Research Laboratories Electronic Music Studio,place,place,research,research;music,yes,high,the facility where Varèse realized Poème électronique for the Philips Pavilion.,content/library/entry/place/philips-research-laboratories-electronic-music-studio/index.md
prentis-hall,Prentis Hall,place,place,research,research;music,yes,high,housed the Columbia-Princeton Electronic Music Center's studios and the RCA Mark II.,content/library/entry/place/prentis-hall/index.md
studio-54-du-grm,Studio 54 du GRM,place,place,research,research;music,yes,high,GRM's principal electroacoustic mixing and mastering studio.,content/library/entry/place/studio-54-du-grm/index.md
tower-folly,Tower Folly,place,place,research,research;music,yes,high,Daphne Oram's independent electronic music studio.,content/library/entry/place/tower-folly/index.md
adrenalinn,AdrenaLinn,system,hardware,research,research;music,yes,medium,digital drum-machine/amp-modeler effects unit — a musical instrument/effects device built and used for music production.,content/library/entry/system/adrenalinn/index.md
akai-mpc60,Akai MPC60,system,instrument,research,research;music,yes,high,sampler/drum-machine/sequencer foundational to hip-hop and sample-based music production.,content/library/entry/system/akai-mpc60/index.md
ans-synthesizer,ANS synthesizer,system,instrument,research,research;music,yes,high,Soviet photoelectronic musical instrument used by named composers and later by Coil for a dedicated album.,content/library/entry/system/ans-synthesizer/index.md
arp-2500,ARP 2500,system,instrument,research,research;music,yes,high,"modular synthesizer central to the analog synth lineage, used by Éliane Radigue for decades.",content/library/entry/system/arp-2500/index.md
arp-2600,ARP 2600,system,instrument,research,research;music,yes,high,"semi-modular synthesizer, direct successor in the same canonical instrument lineage.",content/library/entry/system/arp-2600/index.md
bela,Bela,system,hardware,research,research;music,yes,medium,embedded audio/sensor platform built specifically for musical instrument-building and sound installations.,content/library/entry/system/bela/index.md
bela-gem,Bela Gem,system,hardware,research,research;music,yes,medium,"successor board to Bela, same musical instrument-building platform and IDE.",content/library/entry/system/bela-gem/index.md
bela-gem-multi,Bela Gem Multi,system,hardware,research,research;music,yes,medium,multichannel variant of the same musical instrument-building platform (e.g. spatial audio).,content/library/entry/system/bela-gem-multi/index.md
buchla-100,Buchla 100,system,instrument,research,research;music,yes,high,foundational West Coast modular synthesizer commissioned by the San Francisco Tape Music Center.,content/library/entry/system/buchla-100/index.md
c-language,C,system,language,research,research,no,medium,"general-purpose systems language; entry frames it only as the foundation other music software (Cmusic, Csound) was written in, not itself a musical tool.",content/library/entry/system/c-language/index.md
cmusic,Cmusic,system,language,research,research;music,yes,high,MUSIC-N-descended computer music sound-synthesis language.,content/library/entry/system/cmusic/index.md
cpp-language,C++,system,language,research,research,no,medium,"general-purpose language; its only stated music role is as SuperCollider's implementation language, not a musical tool itself.",content/library/entry/system/cpp-language/index.md
csound,Csound,system,software,research,research;music,yes,high,"sound synthesis/signal-processing language in the MUSIC-N lineage, still in wide compositional use.",content/library/entry/system/csound/index.md
dec-pdp-10,DEC PDP-10,system,hardware,research,research,no,high,"[human-adjudicated at review checkpoint] general-purpose mainframe 'widely used across university computing and research centers'; computer-music use (Chowning's Stria at CCRMA) is a prominent named example but not the machine's defining purpose — genuinely arguable either way, flagged for editorial judgment.",content/library/entry/system/dec-pdp-10/index.md
din-sync,DIN sync,system,protocol,research,research;music,yes,high,hardware sync protocol built specifically to synchronize drum machines and sequencers.,content/library/entry/system/din-sync/index.md
e-mu-emulator-ii,E-mu Emulator II,system,instrument,research,research;music,yes,high,"1984 sampling keyboard, a musical instrument.",content/library/entry/system/e-mu-emulator-ii/index.md
ems-synthi-100,EMS Synthi 100,system,instrument,research,research;music,yes,high,"large-format synthesizer used by major electronic-music studios (BBC, WDR, IPEM) and musicians.",content/library/entry/system/ems-synthi-100/index.md
ems-synthi-a,EMS Synthi A,system,instrument,research,research;music,yes,high,portable synthesizer used by improvising musicians (Thomas Lehn) since 1989.,content/library/entry/system/ems-synthi-a/index.md
ems-synthi-aks,EMS Synthi AKS,system,instrument,research,research;music,yes,high,"portable synthesizer with built-in sequencer and touch keyboard, same VCS3 circuit lineage.",content/library/entry/system/ems-synthi-aks/index.md
ems-vcs3,EMS VCS3,system,instrument,research,research;music,yes,high,"early portable synthesizer closely associated with Eno, Kraftwerk, Pink Floyd, Jarre.",content/library/entry/system/ems-vcs3/index.md
ensoniq-esq-1,Ensoniq ESQ-1,system,instrument,research,research;music,yes,high,hybrid digital/analog multitimbral synthesizer/sequencer.,content/library/entry/system/ensoniq-esq-1/index.md
ensoniq-mirage,Ensoniq Mirage,system,instrument,research,research;music,yes,high,affordable digital sampling keyboard that broadened access to sampling.,content/library/entry/system/ensoniq-mirage/index.md
eventide-h3000,Eventide H3000,system,hardware,research,research;music,yes,medium,"digital multi-effects Harmonizer, a musical studio processing tool.",content/library/entry/system/eventide-h3000/index.md
eventide-h910,Eventide H910 Harmonizer,system,hardware,research,research;music,yes,high,"first Harmonizer pitch-shifter, heard on landmark recordings by Bowie, Kraftwerk, AC/DC.",content/library/entry/system/eventide-h910/index.md
eventide-h949,Eventide H949 Harmonizer,system,hardware,research,research;music,yes,medium,"Harmonizer-lineage pitch-shifting studio tool, successor to the H910.",content/library/entry/system/eventide-h949/index.md
eventide-sp2016,Eventide SP2016,system,hardware,research,research;music,yes,medium,first programmable hardware effects unit; its reverb algorithms became studio-production standards.,content/library/entry/system/eventide-sp2016/index.md
fairlight-cmi,Fairlight CMI,system,instrument,research,research;music,yes,high,"first polyphonic digital sampling synthesizer, used by Kate Bush, Brian Eno, and countless composers.",content/library/entry/system/fairlight-cmi/index.md
groove-system,GROOVE,system,software,research,research;music,yes,high,Max Mathews's real-time system letting a composer sketch and play back synthesizer control functions.,content/library/entry/system/groove-system/index.md
korg-monopoly,Korg Mono/Poly,system,instrument,research,research;music,yes,high,"analog synthesizer, favorite in techno and electro production.",content/library/entry/system/korg-monopoly/index.md
korg-ms-20,Korg MS-20,system,instrument,research,research;music,yes,high,"semi-modular analog synthesizer, mainstay of industrial/EBM/techno production.",content/library/entry/system/korg-ms-20/index.md
korg-polysix,Korg Polysix,system,instrument,research,research;music,yes,high,affordable analog polysynth with programmable memory.,content/library/entry/system/korg-polysix/index.md
korg-ps-3x00,Korg PS-3100 / PS-3200 / PS-3300,system,instrument,research,research;music,yes,high,early fully polyphonic analog synthesizers used notably by Vangelis and Jean-Michel Jarre.,content/library/entry/system/korg-ps-3x00/index.md
korg-wavestation,Korg Wavestation,system,instrument,research,research;music,yes,high,digital synthesizer built around Wave Sequencing timbral evolution.,content/library/entry/system/korg-wavestation/index.md
kyma,Kyma,system,software,research,research;music,yes,high,sound design language treating every level of a composition as a composable Sound Object.,content/library/entry/system/kyma/index.md
lexicon-224,Lexicon 224,system,hardware,research,research;music,yes,medium,"first commercially viable digital reverb, a music-production studio standard.",content/library/entry/system/lexicon-224/index.md
lexicon-480l,Lexicon 480L,system,hardware,research,research;music,yes,medium,industry-standard studio reverb processor found in studios worldwide.,content/library/entry/system/lexicon-480l/index.md
lexicon-prime-time,Lexicon Prime Time Model 93,system,hardware,research,research;music,yes,high,digital delay unit designed explicitly for musical effects rather than signal correction.,content/library/entry/system/lexicon-prime-time/index.md
lisp,Lisp,system,language,research,research,no,medium,general-purpose symbolic-programming language family; its music use (e.g. OpenMusic) is incidental to this entry's own general-AI framing.,content/library/entry/system/lisp/index.md
max-software,Max,system,software,research,research;music,yes,high,"visual programming language created specifically for music and multimedia, ancestor of Pure Data.",content/library/entry/system/max-software/index.md
midi,MIDI,system,protocol,research,research;music,yes,high,Musical Instrument Digital Interface — the definitional music-instrument communication protocol.,content/library/entry/system/midi/index.md
midi-polyphonic-expression,MIDI Polyphonic Expression (MPE),system,protocol,research,research;music,yes,high,MIDI extension enabling expressive per-note musical instrument control.,content/library/entry/system/midi-polyphonic-expression/index.md
minimoog-model-d,Minimoog Model D,system,instrument,research,research;music,yes,high,archetypal compact synthesizer that set the template for the electronic keyboard.,content/library/entry/system/minimoog-model-d/index.md
moog-modular-synthesizer,Moog Modular Synthesizer,system,instrument,research,research;music,yes,high,"original voltage-controlled modular synthesizer, famously played by Wendy Carlos on Switched-On Bach.",content/library/entry/system/moog-modular-synthesizer/index.md
music-v,Music V,system,language,research,research;music,yes,high,"Max Mathews's computer music language, seeded much of the computer-music software lineage.",content/library/entry/system/music-v/index.md
nonlinear-labs-c15,Nonlinear Labs C15,system,instrument,research,research;music,yes,high,digital synthesizer built specifically for expressive real-time playing.,content/library/entry/system/nonlinear-labs-c15/index.md
oberheim-sem,Oberheim SEM,system,instrument,research,research;music,yes,high,"synthesizer voice module, Oberheim's first sound-generating product.",content/library/entry/system/oberheim-sem/index.md
oberheim-xpander,Oberheim Xpander,system,instrument,research,research;music,yes,high,extensively programmable rack-mount analog synthesizer.,content/library/entry/system/oberheim-xpander/index.md
open-sound-control,Open Sound Control (OSC),system,protocol,research,research;music,yes,medium,network protocol for sound/media control developed at a music-technology center (CNMAT) and positioned directly as a MIDI alternative for musical performance systems.,content/library/entry/system/open-sound-control/index.md
openmusic,OpenMusic,system,software,research,research;music,yes,high,"IRCAM's computer-aided composition environment, used by Saariaho, Murail, Ferneyhough.",content/library/entry/system/openmusic/index.md
pepsi-pavilion-sound-modifier-console,Pepsi Pavilion Sound Modifier Console,system,interface,research,research;music,yes,high,playable control surface for David Tudor's Pepsi Pavilion sound 'instrument.',content/library/entry/system/pepsi-pavilion-sound-modifier-console/index.md
pepsi-pavilion-sound-system,Pepsi Pavilion Sound System,system,system,research,research;music,yes,high,designed by David Tudor explicitly as an 'instrument' — a major electronic sound-art/performance system.,content/library/entry/system/pepsi-pavilion-sound-system/index.md
ppg-wave-2,PPG Wave 2,system,instrument,research,research;music,yes,high,wavetable synthesizer that helped define the sound of early-1980s electronic pop.,content/library/entry/system/ppg-wave-2/index.md
ppg-waveterm,PPG Waveterm,system,hardware,research,research;music,yes,high,"companion computer for waveform drawing/sampling on PPG synthesizers, an instrument accessory.",content/library/entry/system/ppg-waveterm/index.md
project-cybersyn,Project Cybersyn,system,system,research,research,no,high,cybernetic real-time economic-management system built for the Chilean government; no musical role whatsoever.,content/library/entry/system/project-cybersyn/index.md
pure-data,Pure Data,system,software,research,research;music,yes,high,"open-source visual programming language for music, Miller Puckette's successor to Max.",content/library/entry/system/pure-data/index.md
python-language,Python,system,language,research,research,no,medium,"general-purpose scripting language; its music role is only as an incidental control/scripting layer, not itself a musical tool.",content/library/entry/system/python-language/index.md
rca-mark-ii-sound-synthesizer,RCA Mark II Sound Synthesizer,system,instrument,research,research;music,yes,high,"first programmable electronic synthesizer, the central instrument of the Columbia-Princeton Electronic Music Center.",content/library/entry/system/rca-mark-ii-sound-synthesizer/index.md
roland-d50,Roland D-50,system,instrument,research,research;music,yes,high,"digital synthesizer combining sampled transients with synthesized tones, defined a late-1980s sound.",content/library/entry/system/roland-d50/index.md
roland-jupiter-8,Roland Jupiter-8,system,instrument,research,research;music,yes,high,"eight-voice programmable analog synthesizer, a flagship professional instrument.",content/library/entry/system/roland-jupiter-8/index.md
roland-system-100,Roland System 100,system,instrument,research,research;music,yes,high,semi-modular synthesizer system.,content/library/entry/system/roland-system-100/index.md
roland-system-100m,Roland System 100M,system,instrument,research,research;music,yes,high,fully modular expansion of the System 100 concept.,content/library/entry/system/roland-system-100m/index.md
roland-system-700,Roland System 700,system,instrument,research,research;music,yes,high,Roland's first professional-quality modular synthesizer.,content/library/entry/system/roland-system-700/index.md
sail-language,SAIL,system,language,research,research,no,high,"[human-adjudicated at review checkpoint] general-purpose Stanford AI language; the entry's summary foregrounds its CCRMA/Stria use, but the language itself was built for AI research, not music — genuinely arguable either way, same tension as DEC PDP-10, flagged for editorial judgment.",content/library/entry/system/sail-language/index.md
serge-modular-synthesizer,Serge Modular Synthesizer,system,instrument,research,research;music,yes,high,flexible patchable modular synthesizer defining the West Coast wavefolding sound.,content/library/entry/system/serge-modular-synthesizer/index.md
supercollider,SuperCollider,system,software,research,research;music,yes,high,audio synthesis and algorithmic composition language.,content/library/entry/system/supercollider/index.md
synclavier-ii,Synclavier II,system,instrument,research,research;music,yes,high,first commercially available real-time digital synthesis and sampling instrument.,content/library/entry/system/synclavier-ii/index.md
synclavier-regen,Synclavier Regen,system,instrument,research,research;music,yes,high,modern desktop synthesizer continuing the Synclavier II's DSP engine.,content/library/entry/system/synclavier-regen/index.md
synton-fenix-i,Synton Fénix,system,instrument,research,research;music,yes,high,handbuilt analog modular synthesizer.,content/library/entry/system/synton-fenix-i/index.md
synton-fenix-ii,Synton Fénix II,system,instrument,research,research;music,yes,high,expanded modular synthesizer with companion sequencer.,content/library/entry/system/synton-fenix-ii/index.md
synton-syrinx,Synton Syrinx,system,instrument,research,research;music,yes,high,rare monophonic analog synthesizer used by Martin Gore and Aphex Twin.,content/library/entry/system/synton-syrinx/index.md
tonto,TONTO (The Original New Timbral Orchestra),system,instrument,research,research;music,yes,high,massive multitimbral modular synthesizer central to Stevie Wonder's classic-period albums.,content/library/entry/system/tonto/index.md
upic,UPIC,system,instrument,research,research;music,yes,high,Xenakis's graphic composition system translating drawings directly into sound.,content/library/entry/system/upic/index.md
waldorf-microwave-xt,Waldorf Microwave XT,system,instrument,research,research;music,yes,high,wavetable synthesizer explicitly reviving the PPG Wave lineage.,content/library/entry/system/waldorf-microwave-xt/index.md
yamaha-dx1,Yamaha DX1,system,instrument,research,research;music,yes,high,FM synthesizer flagship built on Chowning's FM synthesis algorithm.,content/library/entry/system/yamaha-dx1/index.md
yamaha-dx7,Yamaha DX7,system,instrument,research,research;music,yes,high,"best-selling synthesizer of all time, defined much of 1980s pop production.",content/library/entry/system/yamaha-dx7/index.md
20-jazz-funk-greats,20 Jazz Funk Greats,work,album,research,research;music,yes,high,"Throbbing Gristle industrial album, foundational to the group's musical catalogue.",content/library/entry/work/20-jazz-funk-greats/index.md
